source ID;source name;source type;mapping type;target ID;target name;target type;mapping description
S0544;HenBox;software;uses;T1426;System Information Discovery;technique;[HenBox](https://attack.mitre.org/software/S0544) can collect device information and can check if the device is running MIUI on a Xiaomi device.(Citation: Palo Alto HenBox)
S0322;HummingBad;software;uses;T1404;Exploit OS Vulnerability;technique;[HummingBad](https://attack.mitre.org/software/S0322) can exploit unfixed vulnerabilities in older Android versions to root victim phones.(Citation: ArsTechnica-HummingBad)
S0322;HummingBad;software;uses;T1472;Generate Fraudulent Advertising Revenue;technique;In July 2016, [HummingBad](https://attack.mitre.org/software/S0322) generated more than $300,000 per month in revenue from installing fraudulent apps and displaying malicious advertisements.(Citation: ArsTechnica-HummingBad)
S0322;HummingBad;software;uses;T1452;Manipulate App Store Rankings or Ratings;technique;[HummingBad](https://attack.mitre.org/software/S0322) can create fraudulent statistics inside the official Google Play Store.(Citation: ArsTechnica-HummingBad)
S0321;HummingWhale;software;uses;T1472;Generate Fraudulent Advertising Revenue;technique;[HummingWhale](https://attack.mitre.org/software/S0321) generates revenue by displaying fraudulent ads and automatically installing apps. When victims try to close the ads, [HummingWhale](https://attack.mitre.org/software/S0321) runs in a virtual machine, creating a fake ID that allows the perpetrators to generate revenue.(Citation: ArsTechnica-HummingWhale)
S0463;INSOMNIA;software;uses;T1433;Access Call Log;technique;[INSOMNIA](https://attack.mitre.org/software/S0463) can retrieve the call history.(Citation: Google Project Zero Insomnia)
S0463;INSOMNIA;software;uses;T1432;Access Contact List;technique;[INSOMNIA](https://attack.mitre.org/software/S0463) can collect the device’s contact list.(Citation: Google Project Zero Insomnia)
S0463;INSOMNIA;software;uses;T1418;Application Discovery;technique;[INSOMNIA](https://attack.mitre.org/software/S0463) can obtain a list of installed non-Apple applications.(Citation: Google Project Zero Insomnia)
S0463;INSOMNIA;software;uses;T1412;Capture SMS Messages;technique;[INSOMNIA](https://attack.mitre.org/software/S0463) can retrieve SMS messages and iMessages.(Citation: Google Project Zero Insomnia)
S0463;INSOMNIA;software;uses;T1540;Code Injection;technique;[INSOMNIA](https://attack.mitre.org/software/S0463) grants itself permissions by injecting its hash into the kernel’s trust cache.(Citation: Google Project Zero Insomnia)
S0463;INSOMNIA;software;uses;T1533;Data from Local System;technique;[INSOMNIA](https://attack.mitre.org/software/S0463) can collect application database files, including Gmail, Hangouts, device photos, and container directories of third-party apps.(Citation: Google Project Zero Insomnia)
S0463;INSOMNIA;software;uses;T1456;Drive-by Compromise;technique;[INSOMNIA](https://attack.mitre.org/software/S0463) has utilized malicious JavaScript and iframes to exploit WebKit running on vulnerable iOS 12 devices.(Citation: Volexity Insomnia)
S0463;INSOMNIA;software;uses;T1404;Exploit OS Vulnerability;technique;[INSOMNIA](https://attack.mitre.org/software/S0463) exploits a WebKit vulnerability to achieve root access on the device.(Citation: Volexity Insomnia)
S0463;INSOMNIA;software;uses;T1579;Keychain;technique;[INSOMNIA](https://attack.mitre.org/software/S0463) can extract the device’s keychain.(Citation: Google Project Zero Insomnia)
S0463;INSOMNIA;software;uses;T1430;Location Tracking;technique;[INSOMNIA](https://attack.mitre.org/software/S0463) can track the device’s location.(Citation: Google Project Zero Insomnia)
S0463;INSOMNIA;software;uses;T1406;Obfuscated Files or Information;technique;[INSOMNIA](https://attack.mitre.org/software/S0463) obfuscates various pieces of information within the application.(Citation: Volexity Insomnia) 
S0463;INSOMNIA;software;uses;T1437;Standard Application Layer Protocol;technique;[INSOMNIA](https://attack.mitre.org/software/S0463) communicates with the C2 server using HTTPS requests.(Citation: Volexity Insomnia)
S0463;INSOMNIA;software;uses;T1426;System Information Discovery;technique;[INSOMNIA](https://attack.mitre.org/software/S0463) can collect the device’s name, serial number, iOS version, total disk space, and free disk space.(Citation: Google Project Zero Insomnia) 
S0463;INSOMNIA;software;uses;T1422;System Network Configuration Discovery;technique;[INSOMNIA](https://attack.mitre.org/software/S0463) can collect the device’s phone number, ICCID, IMEI, and the currently active network interface (Wi-Fi or cellular).(Citation: Google Project Zero Insomnia)
S0463;INSOMNIA;software;uses;T1509;Uncommonly Used Port;technique;[INSOMNIA](https://attack.mitre.org/software/S0463) has communicated with the C2 over TCP ports 43111, 43223, and 43773.(Citation: Volexity Insomnia)
S0325;Judy;software;uses;T1407;Download New Code at Runtime;technique;[Judy](https://attack.mitre.org/software/S0325) bypasses Google Play's protections by downloading a malicious payload at runtime after installation.(Citation: CheckPoint-Judy)
S0325;Judy;software;uses;T1472;Generate Fraudulent Advertising Revenue;technique;[Judy](https://attack.mitre.org/software/S0325) uses infected devices to generate fraudulent clicks on advertisements to generate revenue.(Citation: CheckPoint-Judy)
S0288;KeyRaider;software;uses;T1446;Device Lockout;technique;[KeyRaider](https://attack.mitre.org/software/S0288) has built-in functionality to lock victims out of devices and hold them for ransom.(Citation: Xiao-KeyRaider)
S0288;KeyRaider;software;uses;T1410;Network Traffic Capture or Redirection;technique;Most [KeyRaider](https://attack.mitre.org/software/S0288) samples hook SSLRead and SSLWrite functions in the itunesstored process to intercept device communication with the Apple App Store.(Citation: Xiao-KeyRaider)
S0288;KeyRaider;software;uses;T1426;System Information Discovery;technique;Most [KeyRaider](https://attack.mitre.org/software/S0288) samples search to find the Apple account's username, password and device's GUID in data being transferred.(Citation: Xiao-KeyRaider)
S0485;Mandrake;software;uses;T1432;Access Contact List;technique;[Mandrake](https://attack.mitre.org/software/S0485) can access the device’s contact list.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1517;Access Notifications;technique;[Mandrake](https://attack.mitre.org/software/S0485) can capture all device notifications and hide notifications from the user.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1409;Access Stored Application Data;technique;[Mandrake](https://attack.mitre.org/software/S0485) can collect all accounts stored on the device.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1418;Application Discovery;technique;[Mandrake](https://attack.mitre.org/software/S0485) can obtain a list of installed applications.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1412;Capture SMS Messages;technique;[Mandrake](https://attack.mitre.org/software/S0485) can access SMS messages.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1436;Commonly Used Port;technique;[Mandrake](https://attack.mitre.org/software/S0485) has communicated with the C2 server over TCP port 443.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1447;Delete Device Data;technique;[Mandrake](https://attack.mitre.org/software/S0485) can delete all data from an infected device.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1475;Deliver Malicious App via Authorized App Store;technique;[Mandrake](https://attack.mitre.org/software/S0485) has had the first stage (dropper) distributed via the Google Play Store.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1401;Device Administrator Permissions;technique;[Mandrake](https://attack.mitre.org/software/S0485) can abuse device administrator permissions to ensure that it cannot be uninstalled until its permissions are revoked.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1520;Domain Generation Algorithms;technique;[Mandrake](https://attack.mitre.org/software/S0485) has used domain generation algorithms.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1407;Download New Code at Runtime;technique;[Mandrake](https://attack.mitre.org/software/S0485) can download its second (Loader) and third (Core) stages after the dropper is installed.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1523;Evade Analysis Environment;technique;[Mandrake](https://attack.mitre.org/software/S0485) can evade automated analysis environments by requiring a CAPTCHA on launch that will prevent the application from running if not passed. It also checks for indications that it is running in an emulator.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1541;Foreground Persistence;technique;[Mandrake](https://attack.mitre.org/software/S0485) uses foreground persistence to keep a service running. It shows the user a transparent notification to evade detection.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1516;Input Injection;technique;[Mandrake](https://attack.mitre.org/software/S0485) abuses the accessibility service to prevent removing administrator permissions, accessibility permissions, and to set itself as the default SMS handler.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1411;Input Prompt;technique;[Mandrake](https://attack.mitre.org/software/S0485) can manipulate visual components to trick the user into granting dangerous permissions, and can use phishing overlays and JavaScript injection to capture credentials.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1478;Install Insecure or Malicious Configuration;technique;[Mandrake](https://attack.mitre.org/software/S0485) can enable app installation from unknown sources and can disable Play Protect.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1430;Location Tracking;technique;[Mandrake](https://attack.mitre.org/software/S0485) can collect the device’s location.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1444;Masquerade as Legitimate Application;technique;[Mandrake](https://attack.mitre.org/software/S0485) can mimic an app called “Storage Settings” if it cannot hide its icon.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1406;Obfuscated Files or Information;technique;[Mandrake](https://attack.mitre.org/software/S0485) obfuscates its hardcoded C2 URLs.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1544;Remote File Copy;technique;[Mandrake](https://attack.mitre.org/software/S0485) can install attacker-specified components or applications.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1582;SMS Control;technique;[Mandrake](https://attack.mitre.org/software/S0485) can block, forward, hide, and send SMS messages.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1513;Screen Capture;technique;[Mandrake](https://attack.mitre.org/software/S0485) can record the screen.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1508;Suppress Application Icon;technique;[Mandrake](https://attack.mitre.org/software/S0485) can hide its icon on older Android versions.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1426;System Information Discovery;technique;[Mandrake](https://attack.mitre.org/software/S0485) can access device configuration information and status, including Android version, battery level, device model, country, and SIM operator.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1509;Uncommonly Used Port;technique;[Mandrake](https://attack.mitre.org/software/S0485) has communicated with the C2 server over TCP port 7777.(Citation: Bitdefender Mandrake)
S0485;Mandrake;software;uses;T1481;Web Service;technique;[Mandrake](https://attack.mitre.org/software/S0485) has used Firebase for C2.(Citation: Bitdefender Mandrake)
S0317;Marcher;software;uses;T1476;Deliver Malicious App via Other Means;technique;"[Marcher](https://attack.mitre.org/software/S0317) is delivered via a link sent by SMS or email, including instructions advising the user to modify their Android device security settings to enable apps to be installed from ""Unknown Sources.""(Citation: Proofpoint-Marcher)"
S0317;Marcher;software;uses;T1401;Device Administrator Permissions;technique;[Marcher](https://attack.mitre.org/software/S0317) requests Android Device Administrator access.(Citation: Proofpoint-Marcher)
S0317;Marcher;software;uses;T1411;Input Prompt;technique;[Marcher](https://attack.mitre.org/software/S0317) attempts to overlay itself on top of legitimate banking apps in an effort to capture user credentials. [Marcher](https://attack.mitre.org/software/S0317) also attempts to overlay itself on top of legitimate apps such as the Google Play Store in an effort to capture user credit card information.(Citation: Proofpoint-Marcher)
S0303;MazarBOT;software;uses;T1412;Capture SMS Messages;technique;[MazarBOT](https://attack.mitre.org/software/S0303) can intercept two-factor authentication codes sent by online banking apps.(Citation: Tripwire-MazarBOT)
