Competency ID;Competency;KSA ID;KSA
C018;Enterprise Architecture;K0101;Knowledge of the organization’s enterprise information technology (IT) goals and objectives.
C021;Incident Management;K0042;Knowledge of incident response and handling methodologies.
C021;Incident Management;A0166;Ability to identify types of Communications Security (COMSEC) Incidents and how they’re reported.
C022;Information Assurance;K0038;Knowledge of cybersecurity and privacy principles used to manage risks related to the use, processing, storage, and transmission of information or data.
C023;Information Management;K0287;Knowledge of an organization's information classification program and procedures for information compromise.
C024;Information Systems/Network Security;K0004;Knowledge of cybersecurity and privacy principles.
C025;Information Technology Assessment;S0027;Skill in determining how a security system should work (including its resilience and dependability capabilities) and how changes in conditions, operations, or the environment will affect these outcomes.
C026;Infrastructure Design;K0001;Knowledge of computer networking concepts and protocols, and network security methodologies. 
C049;Systems Integration;K0090;Knowledge of system life cycle management principles, including software security and usability.
C057;Vulnerabilities Assessment;K0005;Knowledge of cyber threats and vulnerabilities. 
C057;Vulnerabilities Assessment;K0006;Knowledge of specific operational impacts of cybersecurity lapses.
C042;Project Management;K0072;Knowledge of resource management principles and techniques.
C042;Project Management;K0121;Knowledge of information security program management and project management principles and techniques.
C002;Business Continuity;K0021;Knowledge of data backup and recovery.
C002;Business Continuity;K0026;Knowledge of business continuity and disaster recovery continuity of operations plans.
C010;Contracting/Procurement;K0126;Knowledge of Supply Chain Risk Management Practices (NIST SP 800-161)
C010;Contracting/Procurement;K0163;Knowledge of critical information technology (IT) procurement requirements.
C010;Contracting/Procurement;A0161;"Ability to integrate information security requirements into the acquisition process; using applicable baseline security controls as one of the sources for security requirements; ensuring a robust software quality control process; and establishing multiple sources (e.g., delivery routes, for critical system elements)."
C014;Data Privacy and Protection;K0260;Knowledge of Personally Identifiable Information (PII) data security standards.
C014;Data Privacy and Protection;K0261;Knowledge of Payment Card Industry (PCI) data security standards.
C014;Data Privacy and Protection;K0262;Knowledge of Personal Health Information (PHI) data security standards.
C030;Legal, Government, and Jurisprudence;K0003;Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. 
C030;Legal, Government, and Jurisprudence;K0168;Knowledge of applicable laws, statutes (e.g., in Titles 10, 18, 32, 50 in U.S. Code), Presidential Directives, executive branch guidelines, and/or administrative/criminal legal guidelines and procedures.
C030;Legal, Government, and Jurisprudence;K0267;Knowledge of laws, policies, procedures, or governance relevant to cybersecurity for critical infrastructures.
C038;Policy Management;S0018;Skill in creating policies that reflect system security objectives.
C044;Risk Management;K0002;Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
C044;Risk Management;K0048;Knowledge of Risk Management Framework (RMF) requirements.
C044;Risk Management;K0149;Knowledge of organization's risk tolerance and/or risk management approach.
C044;Risk Management;K0169;Knowledge of information technology (IT) supply chain security and supply chain risk management policies, requirements, and procedures.
C056;Third Party Oversight/Acquisition Management;S0086;Skill in evaluating the trustworthiness of the supplier and/or product.
C007;Computer Network Defense;K0046;Knowledge of intrusion detection methodologies and techniques for detecting host and network-based intrusions.
C007;Computer Network Defense;A0128;Ability to apply techniques for detecting host and network-based intrusions using intrusion detection technologies.
C012;Data Analysis;K0043;Knowledge of industry-standard and organizationally accepted analysis principles and methods.
C015;Database Administration;K0622;Knowledge of controls related to the use, processing, storage, and transmission of data.
C017;Encryption;K0018;Knowledge of encryption algorithms 
C018;Enterprise Architecture;K0101;Knowledge of the organization’s enterprise information technology (IT) goals and objectives.
C018;Enterprise Architecture;K0199;Knowledge of security architecture concepts and enterprise architecture reference models (e.g., Zachman, Federal Enterprise Architecture [FEA]).
C021;Incident Management;K0042;Knowledge of incident response and handling methodologies.
C021;Incident Management;K0150;Knowledge of enterprise incident response program, roles, and responsibilities.
C022;Information Assurance;K0038;Knowledge of cybersecurity and privacy principles used to manage risks related to the use, processing, storage, and transmission of information or data.
C022;Information Assurance;K0054;Knowledge of current industry methods for evaluating, implementing, and disseminating information technology (IT) security assessment, monitoring, detection, and remediation tools and procedures utilizing standards-based concepts and capabilities.
C023;Information Management;K0287;Knowledge of an organization's information classification program and procedures for information compromise.
C024;Information Systems/Network Security;K0004;Knowledge of cybersecurity and privacy principles.
C024;Information Systems/Network Security;K0033;Knowledge of host/network access control mechanisms (e.g., access control list, capabilities lists).
C024;Information Systems/Network Security;K0179;Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).
C025;Information Technology Assessment;K0053;Knowledge of measures or indicators of system performance and availability.
C025;Information Technology Assessment;S0027;Skill in determining how a security system should work (including its resilience and dependability capabilities) and how changes in conditions, operations, or the environment will affect these outcomes.
C025;Information Technology Assessment;A0170;Ability to identify critical infrastructure systems with information communication technology that were designed without system security considerations.
C026;Infrastructure Design;K0001;Knowledge of computer networking concepts and protocols, and network security methodologies. 
C026;Infrastructure Design;K0061;Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Information Technology Infrastructure Library, current version [ITIL]).
