KSAID,Description,Withdrawn?,CISSP,ISSAP,ISSEP,ISSMP,SSCP,CAP,CSSLP,HCISPP,CCSP
A0113,Ability to determine whether a security incident violates a privacy principle or legal standard requiring specific legal action.,,1.4.5,"4.1, 4.2.2", ,"4, 4.2, 6, 6.2","2.1.2, 3.3, 3.3.4, 4","1.3, 1.3.1, 1.3.2, 1.3.3, 7.3","2,3","2.3.2, 4.1, 4.2, 4.3, 5.3.12, 7.7",1.5.1
A0114,Ability to develop or procure curriculum that speaks to the topic at the appropriate level for the target.,,"1,12", , , , , , , , 
A0115,"Ability to work across departments and business units to implement organization’s privacy principles and programs, and align privacy objectives with security objectives.",,1.4.5, , ,1,"2.1, 2.2",1.2.2,"2,3","4,3", 
A0116,Ability to prioritize and allocate cybersecurity resources correctly and efficiently.,,"3,3","1, 2, 3, 4, 5, 6","5,3",1,"3,1", ,"1,1",6, 
A0117,"Ability to relate strategy, business, and technology in the context of organizational dynamics.",,"1.2.1, 1.3.1","2.3, 4.2.1", ,1, , ,"1,1",6, 
A0118,"Ability to understand technology, management, and leadership issues related to organization processes and problem solving.",,"1,2","1, 2, 3, 4, 5, 6", ,1, , ,"1,1",2.3.3,3.1.6
A0119,Ability to understand the basic concepts and issues related to cyber and its organizational impact.,,"1.2, 2.1",2.3.1, ,"1, 3.2", , ,3.1.2,6.1.5, 
A0120,Ability to share meaningful insights about the context of an organization’s threat environment that improve its risk management posture.,,1.10.1,4, ,"1.7.2, 2.3.4, 3","3.2.2, 3.4.4","1,2,3,4,5,6,7","3,1","3.1.1, 6","1.3.6, 6.4"
A0121,Ability to design incident response for cloud service models.,,"3.5.6, 7.7","2.6, 4.4",4.1.3,"4,2","3.3, 4, 7.3","3.4, 5.2.2","7,8","5.3.12, 7.7","1.4.5, 5.4.5, 5.7.4"
A0122,Ability to design capabilities to find solutions to less common and more complex system problems.,,"7,6", ,"3,2","1, 2", , ,"3,3", , 
A0123,"Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).",,"1,1","1, 2, 3, 4, 5, 6","3.1, 3.2","1, 6.1.1","2.2, 2.5","1.2.1, 1.2.2, 2.2.2","1,1","3.1.1, 4.3","1.2.5, 2.8.3, 6.2"
A0124,Ability to establish and maintain automated security control assessments,,"7,6",6.1.1,4.1.2,"2.3, 3.1.6, 3.2","3.2, 3.3, 3.4, 7.1.2","3.3, 7","3,4","6.2, 6.3.4, 6.3.7, 6.4", 
A0125,Ability to author a privacy disclosure statement based on current laws.,,"1.4.5, 2.3", , ,"1, 4.2, 6, 6.2","3.3.4, 4.2.1, 5.2.4, 7.3.4","1.2.2, 1.3.2",6.9.2,"4.2.2, 4.3.1, 5.3.3","1.5.1, 6.2"
A0126,"Ability to track the location and configuration of networked devices and software across departments, locations, facilities and, potentially, supporting business functions.",,4.2.4, , ,2,"6,4","1.1.4, 2.1, 2.1.1, 2.1.2", ,6,"1, 3, 5"
A0127,Ability to deploy continuous monitoring technologies and tools.,,7.3.3,"2.2, 3.5",4.1.2,"2,2","3,3","3.3, 7","7,7","5.2.4, 6.2, 6.3.4, 6.8"," 5.3.2, 5.3.4, 5.7.2 "
A0128,Ability to apply techniques for detecting host and network-based intrusions using intrusion detection technologies.,,7.8.2,2.2.1, ,"2,2","3.3, 6.5","7,3", ,6,"5.3.7, 5.7.2"
A0129,Ability to ensure information security management processes are integrated with strategic and operational planning processes.,,1.2.1,"2.1, 3.1", ,"1,9","2,6","1.1, 1.2", ,"2.3.3, 5.4.2","3.1.6, 5.4.3"
A0130,Ability to ensure that senior officials within the organization provide information security for the information and systems that support the operations and assets under their control.,,2.3.1,"1, 2, 3, 4, 5, 6", ,1,"2,6",1.1.6, ,6, 
A0131,"Ability to ensure the organization has adequately trained personnel to assist in complying with security requirements in legislation, Executive Orders, policies, directives, instructions, standards, and guidelines.",,"1,12", , ,"1, 1.6","2.6, 2.7","1.1.6, 1.3", ,"2.3, 6.5","1.4.4, 1.5.1, 2.7"
A0132,"Ability to coordinate with senior leadership of an organization to provide a comprehensive, organization-wide, holistic approach for addressing risk—an approach that provides a greater understanding of the integrated operations of the organization.",,1.2.1,4, ,1,"3, 3.2.2, 3.4.4","1.1, 1.1.6, 1.2.1, 6.4", ,"5.4.2, 6", 
A0133,Ability to coordinate with senior leadership of an organization to develop a risk management strategy for the organization providing a strategic view of security-related risks for the organization.,,"1,9",4, ,"1.7.2, 2.3.4, 3","3, 3.2.2, 3.4.4","1.1, 1.1.6, 1.2.1, 6.4",6.9.4,6,"6,4"
A0134,Ability to coordinate with senior leadership of an organization to facilitate the sharing of risk-related information among authorizing officials and other senior leaders within the organization.,,"1,9",4, ,"1.7.2, 2.3.4, 3","3, 3.1.1, 3.2.2, 3.4.4","1.1, 1.1.6, 1.2.1, 6.4",6.9.4,6, 
A0135,Ability to coordinate with senior leadership of an organization to provide oversight for all risk management-related activities across the organization to help ensure consistent and effective risk acceptance decisions.,,1.2.1,4, ,"1.7.2, 2.3.4, 3","3, 3.1.1, 3.2.2, 3.4.4","1.1, 1.1.6, 1.2.1, 6.4",7.6.1,"3.1.2, 6","6,4"
A0136,Ability to coordinate with senior leadership of an organization to ensure that authorization decisions consider all factors necessary for mission and business success.,,1.2.1, , ,"1, 1.2.3, 2.1","3, 3.1.1, 3.2.2, 3.4.4","1.1, 1.1.6, 1.2.1, 6.4",1.1.5,"6,5", 
A0137,"Ability to coordinate with senior leadership of an organization to provide an organization-wide forum to consider all sources of risk (including aggregated risk) to organizational operations and assets, individuals, other organizations, and the Nation.",,1.2.1,4, ,"1.7.2, 2.3.4, 3","3, 3.1.1, 3.2.2, 3.4.4","1.1, 1.1.6, 1.2.1, 6.4",6.9.4,6, 
A0138,Ability to coordinate with senior leadership of an organization to promote cooperation and collaboration among authorizing officials to include authorization actions requiring shared responsibility.,,1.2.1,"1, 2, 3, 4, 5, 6", ,1,"3, 3.1.1, 3.2.2, 3.4.4","1.1, 1.1.6, 1.2.1, 6.4", ,"6,5", 
A0139,"Ability to coordinate with senior leadership of an organization to ensure that the shared responsibility for supporting organizational mission/business functions using external providers of systems, services, and applications receives the needed visibility and is elevated to the appropriate decision-making authorities.",,1.2.1,"1, 2, 3, 4, 5, 6", ,1,"3, 3.1.1, 3.2.2, 3.4.4","1.1, 1.1.6, 1.2.1, 6.4","1,1","6, 7", 
A0140,Ability to coordinate with senior leadership of an organization to identify the organizational risk posture based on the aggregated risk from the operation and use of the systems for which the organization is responsible.,,1.2.1,"1, 2, 3, 4, 5, 6", ,"1.7.2, 2.3.4, 3","3, 3.1.1, 3.2.2, 3.4.4","1.1, 1.1.6, 1.2.1, 6.4",6.9.4,6, 
A0141,Ability to work closely with authorizing officials and their designated representatives to help ensure that an organization-wide security program is effectively implemented resulting in adequate security for all organizational systems and environments of operation.,,"6,1","1, 2, 3, 4, 5, 6", ,1,"3, 3.1.1, 3.2.2, 3.4.4","1.1.3, 1.1.4, 1.2.1, 6","1,1",6, 
A0142,"Ability to work closely with authorizing officials and their designated representatives to help ensure that security considerations are integrated into programming/planning/budgeting cycles, enterprise architectures, and acquisition/system development life cycles.",,"1,2","1, 2, 3, 4, 5, 6", ,1,"2,4","1.1.3, 6","1,1","1.3.1, 3.2, 5.4.2","1.4.1, 2.1.1"
A0143,Ability to work closely with authorizing officials and their designated representatives to help ensure that organizational systems and common controls are covered by approved security plans and possess current authorizations.,,"1,2","1, 2, 3, 4, 5, 6", ,1,"3, 3.1.1, 3.2.2, 3.4.4","1.1.5, 2, 3, 4, 5, 6","1,1","6.1.9, 6.2, 6.4, 6.5", 
A0144,"Ability to work closely with authorizing officials and their designated representatives to help ensure that security-related activities required across the organization are accomplished in an efficient, cost-effective, and timely manner.",,"7,6","1, 2, 3, 4, 5, 6", ,1,"3,1","1,2,3,4,5,6,7","1,1","6.2, 6.5",1.4.3
A0145,Ability to work closely with authorizing officials and their designated representatives to help ensure that there is centralized reporting of security-related activities.,,"7,3","1, 2, 3, 4, 5, 6", ,1,"3.1, 3.2, 3.3","1,2,3,4,5,6,7","1,1","6.2, 6.5, 6.6.5", 
A0146,Ability to establish the rules for appropriate use and protection of the information and retains that responsibility even when the information is shared with or provided to other organizations.,,"2.3, 2.3.1","1, 2, 3, 4, 5, 6", ,1, ,"1.2.3, 4.1.2","1,1","1.3.1, 7", 
A0147,"Ability to approve security plans, memorandums of agreement or understanding, plans of action and milestones, and determine whether significant changes in the systems or environments of operation require reauthorization.",,"1.8.5, 1.8.6","1, 2, 3, 4, 5, 6", ,1, ,"1.2.1.2, 3.4, 6.1, 6.1.5, 6.4.1, 7.6","1,1","3.3.3, 6.2", 
A0148,"Ability to serve as the primary liaison between the enterprise architect and the systems security engineer and coordinates with system owners, common control providers, and system security officers on the allocation of security controls as system-specific, hybrid, or common controls.",,"2.2, 2.3","1, 2, 3, 4, 5, 6", ,1,"3.1, 4.1","3, 4, 5","1,1","6.1.9, 6.2, 6.4", 
A0149,"Ability, in close coordination with system security officers, advise authorizing officials, chief information officers, senior information security officers, and the senior accountable official for risk management/risk executive (function), on a range of security-related issues (e.g. establishing system boundaries; assessing the severity of weaknesses and deficiencies in the system; plans of action and milestones; risk mitigation approaches; security alerts; and potential adverse effects of identified vulnerabilities).",,"6,1","1, 2, 3, 4, 5, 6","1, 2, 3, 4, 5","1.7.2, 2.3.4, 3","3, 3.1.1, 3.2.2, 3.4.4","1, 2, 3, 4, 5, 6, 7","1,1","5.3.6, 6", 
A0150,Ability to conduct systems security engineering activities (NIST SP 800-16).,,"1,12","1, 2, 3, 4, 5, 6",5,"1, 1.3.5","1.1, 1.4, 2.3, 2.5, 6.3", ,6.9.3, , 
A0151,"Ability to capture and refine security requirements and ensure that the requirements are effectively integrated into the component products and systems through purposeful security architecting, design, development, and configuration.",,"6,1","1, 2, 3, 4, 5, 6",3,1,"1.1, 1.4, 2.3, 2.5, 3.3, 3.4, 6.3","1.1.1, 1.1.3","1,1",5.4.2,1.4.4
A0152,"Ability to employ best practices when implementing security controls within a system including software engineering methodologies; system and security engineering principles; secure design, secure architecture, and secure coding techniques.",,"7,5","1, 2, 3, 4, 5, 6",5,1,4.1.6,"1.1.5, 3","1,1","6.1.9, 6.2, 6.4","1, 2, 3, 4, 5"
A0153,"Ability to coordinate their security-related activities with security architects, senior information security officers, system owners, common control providers, and system security officers.",,"7,6","1, 2, 3, 4, 5, 6", ,1,"2,6","1, 2, 3, 4, 5, 6, 7","1,1",6, 
A0154,"Ability to conduct a comprehensive assessment of the management, operational, and technical security controls and control enhancements employed within or inherited by a system to determine the effectiveness of the controls (i.e., the extent to which the security controls are implemented correctly, operating as intended, and producing the desired outcome with respect to meeting the security requirements for the system).",,"6,1","1, 2, 3, 4, 5, 6","2.2.6, 3.3.5, 3.5",1,"3,2","1.2.1.2, 5","2,1","6.1.9, 6.2, 6.3.7, 6.4, 6.7",1.4.4
A0155,Ability to provide an assessment of the severity of weaknesses or deficiencies discovered in the system and its environment of operation and recommend corrective actions to address identified vulnerabilities.,,"6,2","2.5.1, 4.2.1","2.1.3, 3",1,"3.2, 7.1.2","5, 6","3,1","6.1.7, 6.2, 6.3.7, 6.6, 7.6.3", 
A0156,Ability to prepare the final security assessment report containing the results and findings from the assessment.,,"6,3","2.5.1, 4.2.1",3.5.1,1,"3.2, 7.1.2","5.3, 5.4","3,4","6.2, 6.3.7, 6.6.5", 
A0157,Ability to assesses a security plan to help ensure that the plan provides a set of security controls for the system that meet the stated security requirements.,,"7,5","2.5.1, 4.2.1",3.2.5,1,3,"1.1.5, 1.2.1, 3, 3.4","3,4","6.1.9, 6.2, 6.4",1.4.4
A0158,Ability to ensure that functional and security requirements are appropriately addressed in a contract and that the contractor meets the functional and security requirements as stated in the contract.,,6.1.3, ,"5,1",1, ,1.2.3,2.1.1,"1.2, 7","1.4.4, 6.5"
A0159,"Ability to interpret the information collected by network tools (e.g. Nslookup, Ping, and Traceroute).",,7.1.4,2, , ,"3.2, 7.1.2, ", , ,6,1.3.4
A0160,"Ability to translate, track, and prioritize information needs and intelligence collection requirements across the extended enterprise.",,"7,3", , , , , , ,6, 
A0161,"Ability to integrate information security requirements into the acquisition process; using applicable baseline security controls as one of the sources for security requirements; ensuring a robust software quality control process; and establishing multiple sources (e.g., delivery routes, for critical system elements).",,"7,4",5.1.4,"5,1","2.1, 2.2","2,4",1.1.3,"8,1","2.3.3, 5.3.5, 5.4.2, 6.1.9, 6.2, 6.4","1.4.4, 4"
A0162,"Ability to ensure information system security, acquisition personnel, legal counsel, and other appropriate advisors and stakeholders are participating in decision making from system concept definition/review and are involved in, or approve of, each milestone decision through the entire system life cycle for systems.",,1.2.1, , ,"2,1","2.4, 2.7","1.1.3, 1.1.6, 1.3, 1.3.1, 1.3.2, 1.3.3", ,"1.3.1, 3.2","1.4.1, 2.1.1"
A0177,Ability to recognize the unique aspects of the Communications Security (COMSEC) environment and hierarchy.,,"4,2", , ,"1,9",5, , , , 
A0163,"Ability to interpret Communications Security (COMSEC) terminology, guidelines and procedures.",,"4,2", , ,"1,9",5, , ,2.3.3, 
A0164,Ability to identify the roles and responsibilities for appointed Communications Security (COMSEC) personnel.,,"4,2", , ,"1,9",5, , ,"6,5", 
A0165,"Ability to manage Communications Security (COMSEC) material accounting, control and use procedure.",,"4,2", , ,"1,9",5, , ,2.3.3, 
A0166,Ability to identify types of Communications Security (COMSEC) Incidents and how they’re reported.,,"4,2", , ,"1,9",5,"7,3", ,"5.3.12, 6.6.5, 7.7", 
A0167,Ability to recognize the importance of auditing Communications Security (COMSEC) material and accounts.,,"4,2",4.1.1, ,"1,9",5, , ,"5.2.4, 6.2,  6.3.7","2,8"
A0168,Ability to Identify the requirements of In-Process accounting for Communications Security (COMSEC).,,"4,2", , ,"1,9",5, , , , 
A0170,Ability to identify critical infrastructure systems with information communication technology that were designed without system security considerations.,,"2.1, 2.1.2, 3.5.5","1, 2, 3, 4.2, 6",2.1.2,"2,2","1.1, 1.4, 2.3, 2.5, 6.3", , ,6.1.1, 
A0171,Ability to conduct training and education needs assessment.,,1.12.13, , ,"1,6", , , ,"5.2.3, 5.3.7", 
A0172,Ability to set up a physical or logical sub-networks that separates an internal local area network (LAN) from other untrusted networks.,,"4,3","2, 3", ,"2,2",6, , ,6,"1.3.4, 3.1.1, 3.1.2"
A0173,Ability to recognize that changes to systems or environment can change residual risks in relation to risk appetite.,,"1,9","4,2","2,2","1.7.2, 2.3.4, 3","3,1","7, 7.1,  7.2, 7.3, 7.4", ,6.1.10,6
A0174,Ability to find and navigate the dark web using the TOR network to locate markets and forums.,,7.1.3, , , ,7, ,"3,1", , 
A0175,Ability to examine digital media on multiple operating system platforms.,,"3,5", , , ,"3,2", , , ,"5.1.4, 5.2.3, 5.3.2 5.3.6 "
A0176,"Ability to maintain databases. (i.e., backup, restore, delete data, transaction log files, etc.).",,3.5.3, , , ,3.2.1, , ,5.2.10, 
